days mag
0.060339999850839376 8.331
0.11102000018581748 8.477
0.10262000001966953 8.445
0.8706999998539686 7.972
0.008440000005066395 7.903
0.8815399999730289 8.08
0.11953999986872077 8.478
0.8259499999694526 8.31
0.08275000005960464 8.172
0.873749999795109 9.628
0.9784800000488758 8.369
0.7492300001904368 7.774
0.08552000019699335 8.04
0.08110000006854534 7.201
0.8883899999782443 8.594
0.8584699998609722 8.533
0.09291000012308359 7.86
0.8108999999240041 8.299
0.8553399997763336 8.033
0.7590999999083579 7.967
0.7978799999691546 7.826
0.8201199998147786 8.243
0.8712399997748435 8.19
0.09384000021964312 8.266
0.11262999987229705 8.353
0.8208499997854233 7.486
0.9725700002163649 8.281
0.13011999987065792 8.24
0.7396599999628961 8.187
0.05776999983936548 7.855
0.9851299999281764 8.381
0.8607899998314679 8.954
0.7239899998530746 8.082
0.9167900001630187 8.294
0.03355999989435077 7.294
0.9233300001360476 7.922
0.967160000000149 7.907
0.7828700002282858 7.812
0.06972000002861023 8.311
0.8399200001731515 7.929
0.09316999977454543 7.87
0.9499900001101196 8.071
0.7697100001387298 8.237
0.7497600000351667 7.787
0.12283999985083938 7.612
0.07600999996066093 7.838
0.7429100000299513 8.237
0.054090000223368406 7.563
0.10729999979957938 8.193
0.7458199998363853 8.473
0.8822499997913837 7.734
0.00786999985575676 7.925
0.062369999941438437 8.272
0.7247199998237193 8.334
0.08409000001847744 8.15
0.7881900002248585 7.771
0.11008000001311302 8.112
0.8842600001953542 8.327
0.03471999987959862 8.171
0.7584299999289215 7.829
0.048940000124275684 8.078
0.7494500000029802 8.281
0.7472000000998378 8.192
0.8377100001089275 7.909
0.9764200001955032 8.103
0.07486000005155802 8.248
0.052149999886751175 7.535
0.07254000008106232 8.485
0.9070000001229346 8.551
0.7796399998478591 8.378
0.9304900001734495 8.175
0.9009699998423457 8.249
0.7145400000736117 8.124
0.9698700001463294 8.408
0.11957000009715557 8.42
0.7837399998679757 8.294
0.9019700000062585 8.318
0.8539800001308322 8.091
0.8565899999812245 7.763
0.7769800000824034 8.214
0.8743599997833371 8.373
0.8581900000572205 8.117
0.8830900001339614 8.44
0.012139999773353338 7.933
0.8338100002147257 8.081
0.03472999995574355 8.492
0.8313400000333786 8.277
0.8837799998000264 8.352
0.9372700001113117 8.448
0.8568600001744926 8.415
0.80472999997437 7.806
0.8139900001697242 7.981
0.8502500001341105 7.784
0.8972100000828505 8.337
0.9497500001452863 7.915
0.12870999984443188 7.8
0.9557900000363588 7.827
0.8959099999628961 8.174
0.9447800000198185 8.405
0.7527100001461804 8.419
0.8629299998283386 8.182
0.8563199997879565 8.042
0.8836500002071261 8.177
0.022619999945163727 8.056
0.9372499999590218 8.885
0.07036999985575676 8.152
0.915779999922961 8.55
0.8863800000399351 8.313
0.8829600000753999 8.456
0.9135799999348819 7.789
0.9756000000052154 7.735
0.7203600001521409 8.343
0.7459900001995265 8.234
0.9929900001734495 8.395
0.010759999975562096 8.005
0.07183999987319112 7.964
0.9849999998696148 8.327
0.9682900002226233 8.546
0.1080299997702241 8.404
0.9391800002194941 8.012
0.05790999997407198 8.397
0.11981000006198883 8.151
0.9753899998031557 8.012
0.979079999960959 7.904
0.10764000006020069 8.142
