days mag
4.193280000239611 10.318
2.562229999806732 9.936
0.30757000017911196 9.828
7.383789999876171 10.068
8.352080000098795 10.06
3.2619699998758733 9.758
4.686599999666214 9.747
1.5840200004167855 9.686
1.2677300004288554 9.714
4.1638100002892315 9.713
4.873529999982566 10.03
9.000340000260621 9.86
8.751379999797791 10.131
3.0637799999676645 10.109
0.4472799999639392 9.702
0.09086000034585595 10.058
8.353630000259727 9.948
0.06713000033050776 9.996
3.363540000282228 9.859
7.8459300003014505 10.054
0.11238000029698014 9.853
7.02331000007689 9.737
0.05233999993652105 9.895
9.05093999998644 9.743
6.432750000152737 9.93
8.17672000033781 9.972
8.102369999978691 9.757
8.987850000150502 9.654
7.005660000257194 9.893
7.902089999988675 16.532
6.119590000249445 9.641
2.6599900000728667 9.795
9.001149999909103 9.822
3.1445599999278784 9.638
0.1053800000809133 9.98
5.340110000222921 9.792
1.9343499997630715 9.723
6.691130000166595 9.697
0.20126000000163913 9.936
3.2428000001236796 9.677
0.8648199997842312 16.749
4.21551000000909 9.843
7.900369999930263 9.946
8.754459999967366 9.801
3.0952999996952713 10.026
1.626410000026226 9.827
8.79080000007525 10.075
7.491210000123829 10.185
2.4603400002233684 10.108
9.057709999848157 9.737
3.537499999627471 10.47
8.887580000329763 9.819
3.3045899998396635 10.071
9.400559999980032 9.758
0.41471000015735626 9.811
2.2188599999062717 9.64
6.8910199999809265 10.081
5.944680000189692 10.04
4.019600000232458 10.148
4.417520000133663 10.579
8.984279999975115 9.71
4.147069999948144 9.739
6.790020000189543 9.82
1.0701799998059869 10.127
7.686830000020564 10.177
2.35499000037089 9.604
8.154540000017732 16.681
4.449599999934435 16.437
3.364880000241101 9.749
2.990140000358224 9.895
5.936439999844879 9.814
9.36164000025019 10.018
3.5282000000588596 9.871
5.543159999884665 9.967
6.337860000319779 9.974
7.754429999738932 9.774
6.284590000286698 9.929
7.8597800000570714 10.5
4.0590200000442564 9.947
2.571940000168979 10.002
1.5578700001351535 10.018
9.535720000043511 9.808
0.5797899998724461 16.852
5.241179999895394 9.798
3.2001499999314547 9.746
4.778150000143796 9.665
7.330490000080317 9.909
1.4837500001303852 10.082
9.484530000016093 9.685
1.4145700000226498 9.955
6.7474799999035895 9.696
2.7045100000686944 9.617
9.443849999923259 9.615
0.24560000048950315 9.741
1.9037999999709427 9.954
7.798220000229776 10.0
7.901999999769032 9.955
4.559390000067651 9.831
0.30804000003263354 9.889
6.609240000136197 9.698
9.599370000418276 9.834
1.5784499999135733 9.934
1.9264500001445413 10.082
5.738649999722838 9.628
0.19968999968841672 10.025
4.408109999727458 9.863
4.44865999976173 10.069
6.408730000257492 10.072
1.6893500001169741 9.954
3.5717500001192093 10.02
