days mag
1.813359999563545 11.444
7.121989999897778 12.002
11.471430000383407 12.142
12.776409999933094 11.983
0.39149999991059303 11.552
2.987899999599904 11.569
12.925480000209063 12.007
7.775520000141114 12.082
6.682920000050217 11.95
5.014620000030845 11.765
8.436340000014752 12.174
5.941809999756515 11.847
4.718950000125915 11.734
0.998929999768734 11.403
9.695749999955297 12.253
1.6807500002905726 11.442
11.617769999895245 12.13
12.402220000047237 11.98
2.8650000002235174 11.564
13.801389999687672 11.739
1.2440999997779727 11.447
1.9955099998041987 11.469
1.8714299998246133 11.464
5.3779800003394485 11.804
0.7835200000554323 11.399
4.634620000142604 11.704
7.994380000047386 12.102
5.155439999885857 11.789
9.405790000222623 12.251
5.519170000217855 11.812
3.235450000036508 11.608
12.27801000000909 11.984
8.1535800001584 12.137
4.157870000228286 11.677
4.401189999654889 11.693
5.523409999907017 11.791
6.620950000360608 11.939
2.2458100002259016 11.491
5.07389000011608 11.751
11.231180000118911 12.196
11.782210000324994 12.042
11.412260000128299 12.174
1.9362300001084805 11.483
5.935200000181794 11.866
7.46515000006184 12.049
5.607150000054389 11.813
13.79600999969989 11.903
4.294209999963641 11.7
0.4133199998177588 11.526
0.6826100000180304 11.427
2.355920000001788 11.511
0.527789999730885 11.581
9.835669999942183 12.3
6.0206100000068545 11.86
5.94543999992311 11.86
0.5933099999092519 11.482
3.097629999741912 11.583
5.456730000209063 11.821
3.997440000064671 11.665
3.795390000101179 11.643
13.467560000251979 12.011
12.233870000112802 11.984
11.433000000193715 12.163
5.816730000078678 11.847
9.940309999976307 12.303
2.8706300002522767 11.568
9.20594000024721 12.246
7.208169999998063 11.999
12.342350000049919 11.996
11.711209999863058 12.064
4.773570000194013 11.74
3.985239999834448 11.663
11.490299999713898 12.128
0.6572999996133149 11.404
11.02815999975428 12.261
0.39168000034987926 11.511
5.969800000078976 11.9
9.95850000018254 12.309
10.249610000289977 12.327
0.8878999999724329 11.387
13.840280000120401 11.906
3.4534399998374283 11.611
10.248120000120252 12.303
13.825850000139326 11.821
10.847209999803454 12.232
1.1404499998316169 11.442
11.870050000026822 12.031
1.6082699997350574 11.447
4.767049999907613 11.728
2.124650000128895 11.494
4.6862300001084805 11.741
13.026260000187904 12.036
1.0796900000423193 11.419
12.932920000050217 12.007
5.302259999793023 11.801
9.803540000226349 12.286
5.652919999789447 11.83
8.803880000021309 12.2
2.555430000182241 11.521
10.683290000073612 12.29
10.771879999898374 12.268
6.245939999818802 11.893
9.969920000061393 12.292
2.885580000001937 11.571
3.7709900001063943 11.632
12.501999999862164 11.989
4.527110000140965 11.701
7.5125000001862645 12.064
6.385850000195205 11.915
3.263160000089556 11.604
10.188869999721646 12.298
3.500810000114143 11.627
5.314359999727458 11.796
12.65061999997124 11.967
8.521549999713898 12.177
1.7788899997249246 11.46
10.437890000175685 12.289
3.524639999959618 11.642
7.760319999884814 12.079
2.4855700000189245 11.529
10.75417000008747 12.297
8.954679999966174 12.214
0.5600499999709427 11.486
7.5447200001217425 12.05
6.338339999783784 11.899
12.948189999908209 11.996
3.698120000306517 11.629
12.282600000035018 11.997
6.778400000184774 11.95
9.854869999922812 12.298
7.18807000014931 12.002
0.7652400000952184 11.395
13.74041000008583 11.896
7.350629999767989 12.017
